nufus,bina_yikim_orani,hava_sicakligi,ulasim_durumu,yasli_nufus_orani,acil_barinma_ihtiyaci,gida_ihtiyaci,su_ihtiyaci,medikal_ihtiyac,ekip_ihtiyaci
1659360,0.846078817478295,15.297662174933635,2,0.09395510719887057,153177,379451,1860668,66595,731
3786270,0.6123783545936673,23.36277925172798,1,0.11329664266038045,261626,711111,3373098,154769,1468
5228559,0.5379190819795957,20.091709229225934,2,0.17834990004670748,250877,896166,4780511,223146,1571
3290116,0.3059558297082673,35.56988036753502,1,0.08545627031314768,84310,285140,1625369,41214,677
4626139,0.49036927713589373,17.62063082869575,2,0.15477504114630383,191167,768690,3671496,169280,1643
2943686,0.27345448137765704,21.11594644257057,1,0.09901815542880593,72426,278546,1191808,48142,413
1965783,0.45581795683209114,17.81582308103712,1,0.16678712528048875,98576,254569,1293785,90123,482
2640187,0.7688169417869105,9.839332783868235,1,0.21024931478455255,211192,635150,2915986,169253,1240
5813194,0.6254904807548058,1.9745475795999274,1,0.1391537124859265,507670,1218972,6220713,248236,1485
5098613,0.6805344464906496,-4.29543251036813,2,0.08931748999286813,467821,950872,5562914,124838,1549
1788359,0.8922167604606313,4.548472411649158,2,0.08427578192176535,179432,445299,2154973,69201,982
5652674,0.05293934771288489,19.00706162146206,0,0.21151812486233723,28078,72441,415179,31708,188
1828380,0.19894303761100973,-3.819286227079272,1,0.14558654845222663,46835,122222,565457,23385,181
735522,0.7241939404823122,8.668258463114576,0,0.20689288120533394,66503,151520,781760,60475,354
3675361,0.4082357103728371,-3.237273052497578,0,0.13763609107599337,184879,470442,2440098,83662,650
637628,0.6502132462337261,24.52243584459881,0,0.12297475141462319,36428,135289,561570,26967,292
4163065,0.897765112077134,17.078731846896666,2,0.11850704297030319,305737,1272367,5382956,210571,1618
5964616,0.7360034266164465,33.36931240791469,2,0.15141030660737526,297149,1448002,6662632,401237,1999
4099819,0.933117273914163,22.073478995814206,1,0.18476163969790066,399848,1123138,5551122,382946,2181
4333249,0.15194160481130414,25.271354503800996,1,0.16443448039857556,74425,217877,962560,52011,267
992083,0.7566292970125722,32.93577039135489,0,0.16701604180119717,60707,242130,1194994,60390,421
1972123,0.7026270109386581,33.554667613435136,1,0.10032855583500397,125583,393009,2064792,65051,630
979365,0.007552738238338463,10.854855223945343,2,0.16316764828619224,791,2138,10900,633,5
2830569,0.04297539946447548,20.148227710876466,0,0.11033652004286279,11917,39862,178427,5531,75
5786873,0.03376958608310665,12.352476051588187,0,0.19005924330316226,20311,55850,340002,15909,97
3030130,0.5276173979912376,19.355041472001197,1,0.10676017864920498,186894,437844,2437284,88432,969
4800155,0.7765097991089517,35.471402362843406,1,0.12196465197674008,336758,1155315,5346308,207140,2333
4233731,0.40535759969837226,37.70595805919047,2,0.09293927171329175,130868,498450,2744381,74921,1064
3707656,0.003229888493556543,15.284042241501176,0,0.2066760464851396,1174,3690,20500,1230,6
3296238,0.17489468934710306,-2.224297924928095,1,0.11245470649415679,64625,178013,870927,23907,300
2353174,0.9485049086953381,36.27746920535295,1,0.09301593311262557,194189,582190,3411358,99688,883
5008231,0.2446624459936,0.09539519637811633,0,0.11679507610916931,154227,313165,1811177,75548,763
2214686,0.8533856071378217,-3.9511276738161194,1,0.13511184754678668,237828,455555,2916963,138154,1407
57078,0.3703876024684625,25.040848519303182,2,0.10613933023356026,2244,5587,32073,885,57
2089187,0.5212968284618504,31.5103399051226,1,0.14599462021025553,85973,311636,1738485,64236,561
2796502,0.4897325193741967,21.559350553370738,1,0.21802260475576846,105647,401466,2231401,156228,749
3719068,0.13448075396089443,20.527961240188798,1,0.21485236449416678,51850,151351,697135,63363,293
764102,0.366163030681253,9.12967203463694,0,0.10324341104168633,27104,89233,366318,15807,114
831787,0.999644250811526,21.905762485782162,1,0.18254858942358132,82897,286654,1199923,90874,610
5853750,0.564126507631727,30.4604433828357,1,0.1125339742752377,352642,885852,4512234,132962,1594
50337,0.46523526561520634,9.054361005126395,0,0.21373802540567305,3055,7780,35311,2875,77
5789389,0.549143490966361,14.815223657488861,2,0.1383847728876204,391301,1146986,4707281,225053,1776
2420350,0.2630090735283587,22.615246588088905,0,0.13311218703355907,74985,198877,874385,46282,389
1280627,0.5663662148728357,28.60978358103224,1,0.21749369281260894,61063,219072,1180293,99003,492
4683140,0.7283198659410708,22.417692636707326,1,0.15256981635614175,324660,855980,5449859,257259,1888
3274611,0.10568393449552238,1.7601625460055024,1,0.1037129328143008,36305,93684,529903,19444,213
651217,0.27844966224890244,17.782381140150147,0,0.1609733213047507,18265,52746,242562,15609,144
2175551,0.20892228469271512,13.7212296232163,1,0.18236399276661985,49205,132961,683905,49572,293
2093309,0.7448792316553852,22.758036626384303,1,0.1779366873219475,163785,490820,2367265,125384,727
2938656,0.9356665777276763,22.777485394464858,1,0.1839117265538508,287582,829550,3792824,202475,1812
5549461,0.42468719682631195,-0.8110742064651655,0,0.18623972786539106,249712,687170,4044487,181100,1138
630904,0.633245934565118,0.9622417720966405,2,0.21176228279950543,48891,112590,627219,46829,393
5786493,0.031212160292386937,-1.2367869175876298,0,0.16276699874594203,21695,57670,273360,15009,84
3259238,0.13148761004483112,-0.8762846266653819,1,0.15467970193675468,61901,122003,640193,29162,257
3131423,0.38445056369017006,17.545176260238215,1,0.19182958255230798,142763,396755,1852462,124200,709
717899,0.6643920645371046,-4.882577464531984,2,0.09187587557751525,48726,139410,624327,23199,319
942136,0.6403285052309943,28.659331341149198,0,0.13135156394846847,53471,177128,848942,39108,406
4822185,0.1921564925001379,19.452104119077905,1,0.16696470609312472,80161,304928,1384784,84886,559
1758269,0.13289617140427334,26.00428398124206,0,0.13727969883218574,21773,72530,337056,15233,114
2432528,0.9380716468151995,15.665559429801903,1,0.18198548738778964,265258,595209,3169099,217141,1002
1207011,0.3553597199404267,33.987646439004884,1,0.1561282526673673,39249,130473,653313,32760,258
5612206,0.4604320180841811,30.381379449706607,2,0.1836106970215381,213102,766795,3935537,242357,1444
1961206,0.09535971889774864,16.42867895271809,0,0.18980248788294893,11927,52847,275375,16832,87
1583185,0.910234726326829,5.500675380821972,0,0.1510529649195373,175296,425497,2266674,115430,970
2684548,0.668018464419244,0.4391544599260069,2,0.18349758965376328,218728,523406,2839676,149897,1059
3586574,0.5099709614859194,31.252288883434126,1,0.1039455403905756,156051,430169,2752317,91924,1092
356060,0.4312657393179653,24.10554514866065,0,0.13217088951617906,16438,44588,267814,11105,142
5458003,0.05146551172784064,6.402387414547807,2,0.18807708978319254,27237,90654,425210,30962,113
1444419,0.2142942080878102,26.22230832257073,2,0.08243334735268391,26358,96630,500709,11946,194
346870,0.8560791974183544,8.243007092966726,1,0.11554342254787782,30812,88278,529682,14297,278
5240680,0.6222044127861329,5.955329727057125,1,0.12645972602561475,394096,932327,4982013,165814,1638
990934,0.19387512027828635,26.78490240862578,1,0.20053425616439757,19411,56848,293350,19155,152
1926045,0.18920321756730252,26.80011992167532,1,0.09649244967431789,33808,101258,562635,19214,209
5609644,0.35012551254155233,30.426405685226513,1,0.11176044849972976,154442,597544,2882778,116588,686
3570812,0.6152965383306876,31.54043199652486,0,0.14430762740118325,244314,609022,2928676,139834,1052
4336719,0.5424152596846316,18.510572217158316,1,0.1392743138514667,241639,704970,3678085,132991,1531
5937252,0.5270348752113692,6.092645837606554,2,0.14099936130149174,369639,1007500,4615860,210023,1829
259764,0.8689307998115365,21.037539818975503,2,0.1288098094455885,24811,66823,356920,13934,241
1279367,0.861251456624153,7.853665461255609,1,0.0920099706142605,127138,302553,1629197,52450,618
229632,0.8451985028044569,29.09414564821649,0,0.1430576429580469,15843,54563,334834,12362,234
3174640,0.7024516837594605,0.11385928278087043,0,0.1263938592670589,249153,677041,3661205,158336,1368
1894584,0.3924502135158463,9.034341987820321,1,0.18080579913322606,80775,209519,1138614,65853,352
4515048,0.26934427011537854,-3.3659442701700693,1,0.2167970046946624,141513,419786,1701601,108517,683
2679428,0.9556926395076487,14.154392950443658,1,0.16693763748766272,284498,844738,3816226,205700,1240
2920970,0.045284962853835986,1.0220685544388015,2,0.1692036912995203,17768,39433,208475,11368,72
1965898,0.618383073294276,36.82498945540039,1,0.08726818775487205,113273,344428,1822251,49740,557
554845,0.846124122433352,10.29678356815549,2,0.16889537442332964,58086,121748,705149,49623,376
2625304,0.27191290996267226,28.96439795336957,1,0.14209221390588442,67606,241687,1042627,58365,324
5432286,0.9787460717284694,30.633195380912547,1,0.0968596560213372,435985,1722479,8714839,275934,2005
1898646,0.8859239719420504,-1.0425696821155417,0,0.20704457435625978,218146,473270,2432598,198919,941
66385,0.19932808849663508,23.751263860739602,1,0.14415839763617766,974,4394,21186,1172,35
162798,0.27030931693333904,9.8030618983597,1,0.21236122966236254,5456,12815,65177,4740,67
179158,0.8973029101087963,7.818284356099451,1,0.1862386492475824,20434,46005,228319,12305,237
5396103,0.10925179338782953,27.43922206729433,1,0.16378548310157226,53905,165411,763968,44192,298
3459292,0.18847717162169653,5.933487529102649,0,0.21396274494869244,75919,194643,900693,69993,341
3118505,0.6085494091516206,8.323253897725854,2,0.09260619255442853,205605,481095,2681220,76500,1040
2256122,0.14701434503027877,27.541109339549372,1,0.14650107395475262,29483,109847,471580,25524,157
4033793,0.5725451708983658,10.03079206791291,2,0.15394294419346835,300407,701734,3493388,102725,1008
3848087,0.5755452132151562,11.87496532297266,1,0.1354905233704192,232438,674645,2898543,176204,1185
320029,0.596354400646845,26.86175476774789,1,0.19110825874279685,19914,62760,291112,15784,195
830652,0.2507013911752859,0.9540147326617827,2,0.11984387860853207,26147,63234,264278,12094,182
1649163,0.8210808667597073,24.79353803583577,2,0.1163481400064525,87352,434022,2213706,82432,627
2298897,0.9704436221833334,8.895144313166256,1,0.09129731360126413,267624,660456,3018483,93630,888
3227143,0.2778860224735694,31.296516791391937,1,0.18468337283446115,79966,250070,1412459,91471,463
5957049,0.8654933191692644,21.589151481386196,0,0.12901546884950035,525641,1772527,6671709,401346,2781
4991966,0.293052039802271,-4.6700075328869035,2,0.10087187037951331,190238,419151,2260864,71681,506
111816,0.34892711392861375,0.6839278730695622,2,0.15464729922458442,4842,12038,52476,2223,80
4251879,0.7854434462549755,27.271954054209722,2,0.2112730748025753,292727,982781,4827637,355092,1855
1489231,0.1373300982139346,4.451163033265853,0,0.21559342260695463,16713,65621,295987,23489,127
3361009,0.061807572934096444,-4.266912419806048,2,0.1153169786417259,25957,64135,322743,12644,112
1841662,0.3866326002181931,26.75262758119309,1,0.13820289282924564,71526,200850,1095770,54517,466
2388967,0.12968322056445325,23.92082203204063,1,0.10683390467280407,28099,90088,426485,16370,144
219093,0.0795527554307538,4.600585404134021,1,0.14922681959495343,2190,5057,23166,1394,18
2609521,0.5887280202155786,21.913765220025535,2,0.16122648058165942,163999,518340,2517381,138963,622
3166530,0.18397474543020742,21.969083705979312,2,0.14157064351991275,57029,162817,796448,44494,315
285586,0.3009012894876618,35.39356011361412,1,0.14959817141840887,7990,25573,144725,5814,86
4522402,0.7290885665728838,-0.7970708602977785,1,0.17299626571703003,331558,897546,4933128,294907,2192
4496958,0.09299572194754191,2.3719213510333175,2,0.1310966628917879,39875,123238,613927,26744,212
2606793,0.9939682344806663,7.992203026679482,1,0.19178028173261258,356166,753403,4011965,345928,1221
346803,0.3087566680444891,27.95679816692359,2,0.18995812817290753,10068,31639,170764,11802,105
2066878,0.545629251849432,15.291223518313405,1,0.10651545207692797,114868,331611,1612477,78364,544
4609734,0.7918494814037873,10.832087236000794,2,0.14110163961773753,462189,1055445,5259087,262408,1779
4110169,0.2370064973558278,11.397595837275375,1,0.2105162945950078,89977,277079,1309723,116894,474
5202657,0.3411637567490706,16.846932427073497,2,0.09829668872403063,195638,550989,2537242,84718,1338
4223310,0.20626876713419873,8.971221701158083,2,0.085204040373455,87674,246669,1292763,43040,523
1502619,0.3785783117571593,24.31439045756684,2,0.17034520025380323,51856,173706,884731,43380,403
184172,0.734936672498557,-3.919303349217402,2,0.16799211515099816,16375,40738,203729,12124,221
1419016,0.7144268938094974,20.705447713908608,1,0.14878680538371056,87963,274733,1503523,67043,700
2068699,0.18201917869814332,10.499437866314038,0,0.2051137023130165,35693,128441,579496,40848,206
2605373,0.4769239620700707,15.592672619557678,1,0.1633114576963064,121550,353982,1909032,93080,772
319882,0.6882067666619974,27.37919103750294,0,0.16717831201282296,18917,63278,329908,19380,230
3930314,0.7381498945220425,-3.4739249167155704,2,0.1974407741130786,380295,930758,4635091,290684,1190
4688039,0.6360369718338631,4.3126876704565635,1,0.08439741133841704,339624,913269,4599627,148413,1607
4950057,0.19482271219692193,16.992050805992044,1,0.18089571947914096,105719,266873,1276480,92332,456
2716203,0.8680790554095265,21.542880112493346,2,0.09215857671802728,196664,758884,3748758,108211,798
4733310,0.2884477741377469,2.9613158380504014,0,0.13367163230305046,172940,375983,2213679,85726,813
152843,0.3699218030016973,3.3878191167829,1,0.1515446877988304,7034,16597,94998,3694,100
5339155,0.5584978019298978,21.823561430256184,0,0.17658990635980154,337525,922795,4350186,194116,1186
4341107,0.8593785049138901,26.122003458790218,0,0.08966847975975872,431041,1050569,5914538,165862,1821
2642398,0.649650312066153,14.346032785061176,1,0.19064995686348096,207991,525441,2609000,184159,920
980230,0.701687704478913,14.174132318571253,1,0.17307010785242904,90948,177002,1044685,72517,444
5000264,0.21636827968689165,12.207144734480256,0,0.1031296350860696,114363,360342,1678983,46912,554
3826407,0.3525618241466544,5.85514152753575,1,0.16880656698130636,179259,426207,1972942,111170,739
821863,0.13689341804155875,37.380358429864586,1,0.18006004911341944,10416,35779,158492,10078,93
901780,0.7369034163074875,21.912220467869666,1,0.14752524601606443,59090,190955,906267,50732,427
3998592,0.9487578065608836,10.319208080838289,2,0.1414804725728135,391961,1237555,5661802,307240,2284
2777497,0.7348682614868747,5.999945400567457,1,0.1889031640673497,224301,653008,3348651,180879,1249
1645301,0.12467871603652814,5.810143010049126,0,0.19994542277276067,22521,59440,295084,20211,115
4968881,0.6933653523612215,8.650465408952234,1,0.08172869784672955,375556,1111422,5179924,162299,1902
5230988,0.4332251911254281,18.851654075594656,0,0.08852359004495092,228864,679758,3308970,101550,1344
3357996,0.09211418199853638,20.012042498136296,2,0.1981701362899801,34996,86248,469385,26002,162
5819892,0.9994741732968478,23.45361283040727,1,0.2111336102168418,525862,1750082,8438774,594461,3246
2813459,0.7241252907374011,-3.9796697122977003,0,0.14127195955206984,262881,648734,3244213,165732,1070
3204627,0.6224379692567222,19.803260537804316,1,0.15595939789155855,171183,554206,2603755,126263,988
2124267,0.873097873368825,20.003154727028374,1,0.09442149981922301,189304,589097,2690140,94060,1014
5938631,0.32534109448074044,34.528426135148784,2,0.1207521583797356,188424,623279,3351788,90440,843
2758706,0.6668450903172161,4.956466590825107,2,0.1797806830342446,200820,580693,2895731,140972,823
1840193,0.46828043246620044,-3.137869961277279,2,0.14783095160269744,108720,249361,1420322,65288,524
5159527,0.12394976773021804,35.66688450336784,2,0.19386770093707872,51976,188834,931558,65687,291
3825253,0.5410697137211636,19.223453267696176,1,0.1188645556366561,187995,601629,3125465,139001,1397
285097,0.631909487720967,-0.5268105960727665,1,0.13992854120610823,19195,50627,319042,11117,194
3104929,0.4732499038703242,9.025650388841855,1,0.1938344472500645,159471,512569,2391165,139693,788
3488714,0.12527155704364346,11.834300152719752,1,0.19901474348610046,45346,123901,658682,43910,251
4897853,0.07528317478011393,28.02295704262894,1,0.13942810783588458,31608,114586,516831,27754,167
1798938,0.6648384647582576,6.365884237450674,1,0.14425142736858676,144775,364926,2053180,72929,714
4299672,0.8379081639895395,35.837874493620625,1,0.11317068055890943,314233,1164941,5248711,172534,1899
4352517,0.9240940454199755,19.611220205682063,1,0.13957190576196657,427670,1013280,6172848,286749,1603
3767024,0.3881858535936472,-0.9057008838850455,1,0.14963631469535743,167007,459688,2386234,111812,828
3078259,0.9383158347130924,16.82388942482499,1,0.12290089018269121,306462,841353,3921320,136116,1367
4969811,0.8198034720976852,20.101090195534653,1,0.09725036949132695,429755,1417097,6772722,187030,2571
5059665,0.42404166836331736,36.22622964085601,2,0.13076753312612407,222660,721602,3340889,167648,1162
5116183,0.40632003287087215,34.220999464548534,2,0.16468407814834812,200663,543823,3007669,202289,741
1239254,0.3334788026658895,35.44513242360649,1,0.09995766061993874,37940,124450,560434,22710,248
3960435,0.06911660603816638,22.821751083027927,2,0.19811562114013384,25218,77987,434692,27310,111
2104305,0.009726135898530552,22.63948416732155,1,0.15615650415412174,1936,6019,30047,1693,9
2758071,0.2454986634881866,24.438896178339956,0,0.12438700335764963,72069,197450,1073442,43137,405
275170,0.2546173490460192,-2.893983887198214,0,0.14777881200391585,7582,20484,93753,4556,52
1687532,0.7296610459127122,6.369000267738949,2,0.11058142015971786,160423,355191,1662352,66895,703
3866806,0.1573706773279936,5.950034692067332,0,0.12171613850984606,79774,160236,888844,44710,277
4858517,0.6924216339699398,28.58994638983026,2,0.10685470096872043,281930,1232799,4791218,160571,1926
3089492,0.7303352999550744,2.3346083992826037,1,0.14443516001614834,271794,625270,3974016,168238,897
3382538,0.45971716091095327,26.98214516478064,1,0.1305103992622747,139115,449084,2309143,88914,966
3131896,0.11765350438746136,12.97154180051059,1,0.12863691427482216,52799,119580,640640,24479,182
5120361,0.7195096119616272,6.650226852346757,1,0.20477066961416693,478170,1160361,5767395,365956,1959
4407874,0.9136472512868443,33.8661163069032,2,0.12152979875635472,329338,1321941,5863060,259811,1740
1081012,0.36617945417715103,7.992698940360901,1,0.10805690737113263,41073,109663,596401,24850,279
70460,0.7587397773020264,28.258538245403827,1,0.10152224925993625,5230,15386,72993,3199,137
3418476,0.7419187179670607,27.605971550495155,1,0.08103537176097005,222035,663040,4256515,112660,1274
5127923,0.05404216751961144,11.188353798345421,0,0.1246413435944357,28645,80652,356143,19065,139
5161059,0.05570766559328588,9.014456285477937,0,0.169398390992022,32549,89321,491399,23442,156
2773751,0.6766177408867394,-4.84902175170762,1,0.17076802932847734,175769,499894,3270627,174725,1100
4398712,0.8309076664156809,14.912460268685798,1,0.21873744203499407,356551,1071767,5382955,387451,1761
5584903,0.9205619033175185,2.6382914729806304,1,0.20833331073420658,706074,1455641,7025344,558809,3500
4052487,0.14166312325741082,-4.531616140319573,1,0.09995612925188962,61492,183629,846723,23981,300
2066142,0.5833902081935997,21.47926934324713,2,0.1991064845960192,118651,409984,1769722,110055,656
4948357,0.28205308732223566,0.3993376158435362,2,0.09267210777039452,166903,373697,2126690,62274,820
823648,0.22270086708301473,8.168578014838683,1,0.14042631156680435,20537,56925,266999,11822,122
987648,0.7383885525286796,25.719207619233867,2,0.1503157853278875,76186,241087,1048083,50826,437
4723624,0.4131918783221076,27.03665909126238,0,0.21237718901991642,201544,627647,2984017,208988,1160
5123999,0.43769210866869845,35.93495012222195,2,0.1596379700917579,192406,636644,3079499,162002,1125
1099457,0.8444012610066153,34.049065751929824,1,0.1925977055847618,76504,266360,1559786,79999,483
5583072,0.23868474481045443,17.15113396897256,2,0.21604086885685564,142964,390774,1960657,152147,595
5288702,0.528342377739736,35.657388138121846,0,0.19535838403796413,216821,890587,4613397,210809,1358
3495268,0.8277103806381887,9.719594054746343,1,0.1109721335353514,335215,813159,3733553,167419,2076
1262079,0.13188880326374375,18.67296988745503,1,0.10986401480988922,17012,52700,259309,9225,98
2407402,0.5961829714701571,18.401576500284257,0,0.1258439553638825,147149,398420,2064732,103115,665
629381,0.837190087465621,-4.042286844744309,2,0.20001337149549597,73542,160201,888313,61529,321
385300,0.7644655425101194,-3.478085502268173,2,0.173608064761479,33792,86619,472034,27123,237
4380581,0.8844821103706265,5.236645100364264,2,0.1389576004230576,479243,1071303,5555267,276095,2751
4745520,0.03256419900156826,35.04554380781548,1,0.12493757131864638,12476,43241,190815,9006,104
4136119,0.691456145310847,33.883838450232574,1,0.12818399901028193,237291,868714,4492048,214757,1756
1336465,0.20393650770655314,22.373163071787253,0,0.16684394300859373,26893,92936,393009,18678,174
351858,0.5570187280796713,-2.1379310783296215,1,0.08096560114555477,25989,59351,284754,8194,176
5529466,0.7747788987614221,35.95862140699268,2,0.10348668809457542,350933,1346834,6453756,249618,2054
1793250,0.42019146508747374,-2.158829573592464,2,0.1924771545670262,113249,208726,1093218,65721,542
3468663,0.7042037107024884,16.744970729321903,0,0.10343773576940443,240436,721147,4002873,100397,1269
108138,0.8404106980261873,21.67974153327516,2,0.1971705822895709,9362,25871,125002,9697,179
2564215,0.9457186898643447,25.51811976534477,1,0.1251819715757481,269394,829430,3439754,145577,1124
4883635,0.5450931051843029,34.79713447502614,0,0.21501576183806131,250428,733065,3979856,271494,1331
4081334,0.31609993050014673,9.775150960395539,1,0.10449249427379285,137742,338295,2088909,70653,807
2758904,0.3900261533466265,11.085760887312905,0,0.08589675529948654,116066,321111,1718580,44191,551
3679428,0.8655969341234083,18.369280353329664,0,0.19411806337410475,361979,1003806,5336193,313507,1755
1112737,0.240316630675798,5.724993394920078,2,0.11588738367084411,26408,83381,360789,17376,148
4015037,0.8832644005335903,18.56093026314931,2,0.0968319147564207,342553,1020566,4839316,194166,1924
2847270,0.05783624352213346,9.962100658666772,1,0.20471692397223912,18459,46863,225914,17001,81
3677454,0.9713254983421599,34.95979065181951,0,0.17296858306664525,305897,1076041,5607530,267481,2106
2871017,0.11910722315936484,8.2433673899305,1,0.08565598661286841,38122,92347,535323,15107,218
1591386,0.883389056499147,22.261547209357367,1,0.10158652769871739,113369,424299,2049989,70303,772
4395664,0.5407716780652938,11.576821832644637,1,0.18377411095984034,301381,789158,3464918,227559,1267
554547,0.5613277476838281,37.39358446802344,2,0.20405970161361658,22985,93074,421003,35274,263
5051235,0.9806559540470916,33.34617329427008,2,0.14775962893534095,438962,1525137,7082103,378680,1937
2498151,0.9513621100155959,8.674810351221845,2,0.21520919396146915,230150,667336,3597933,242574,1331
4617477,0.7986081465165549,-4.757439447985281,1,0.1386511700870456,437281,1265569,4597421,259826,2080
