nufus,bina_yikim_orani,hava_sicakligi,ulasim_durumu,yasli_nufus_orani,acil_barinma_ihtiyaci,gida_ihtiyaci,su_ihtiyaci,medikal_ihtiyac,ekip_ihtiyaci
30534,0.507672342981222,30.139725102655348,2,0.2122622898999003,12168,36612,176908,4866,109
31107,0.1812535225685793,3.2241604022352157,1,0.1481327599969989,6591,13353,162838,1213,54
3338,0.6076792689528374,34.229423188015,2,0.1720845600806387,1918,5025,19501,529,81
17972,0.5248267111911561,8.749374264832264,1,0.1008048770521768,10123,23765,91701,1549,94
43664,0.3610315441656337,13.162159470251918,2,0.1678519601183072,15924,41725,218793,3688,85
21355,0.4096880369525981,23.468622178786465,1,0.1568047719653887,7892,21547,112452,1961,87
13394,0.6971716882030032,29.40252966692566,1,0.1337884551749422,8195,22135,71931,2043,126
3624,0.3673099171052274,27.92038456549318,1,0.0942277815142366,1249,3575,19671,202,49
2442,0.8294748588360095,30.104556019898403,2,0.0902874467397071,2059,5332,14274,277,94
10018,0.7886384751643306,16.91400224393279,1,0.1420973099282396,8337,19586,55551,1312,125
10610,0.1585645875928685,8.84155821344284,2,0.1516681686624048,2022,3892,46211,363,13
15029,0.7393126197974121,4.2416625429464805,1,0.0920855885523679,13192,30716,70590,1538,129
24012,0.6053342008588884,36.24586745474998,1,0.117851016902343,11042,34600,119280,2495,102
16631,0.1414896227391526,19.66993283153744,1,0.1815429021001107,2679,6093,87765,538,27
24531,0.8165246026133757,36.66562465890377,1,0.1898889803009391,15230,46538,130473,5150,103
10981,0.725115235300215,16.215039995691907,2,0.1810838449908032,7759,20851,50592,1872,106
31878,0.7245129724423424,11.131408921023612,1,0.1191852374421666,26860,56219,183548,4728,150
25134,0.7867337440836308,21.28721918646763,2,0.2154862844154724,20353,51785,134014,7081,135
18773,0.790813225766597,37.70360410012342,2,0.1258773318454815,10951,35964,90648,2997,121
25947,0.2643096485983121,32.182696310958704,0,0.1987594256892878,5226,19460,103666,2150,70
45186,0.8030219571635315,12.610928370159373,0,0.1758752967071747,42580,90454,199330,8983,178
11960,0.1359475970380906,-3.1511109828327597,1,0.1379492498957651,2206,4128,56482,245,22
41718,0.7610742290781085,12.573769029486552,0,0.126642172618922,34490,83089,197774,6214,161
42215,0.4425343918132267,27.623197360583298,2,0.1651312154890682,15562,52774,231005,4850,99
4316,0.7233758112748113,-4.925914586120122,2,0.1123255939738871,3903,7666,24610,484,76
21839,0.3047809739079731,30.804709258100225,0,0.1435968704259919,6713,15499,118262,1027,79
29619,0.6661472891068092,6.194309740872127,1,0.1629982224272578,23168,49208,144368,4162,150
9747,0.7035249293884293,10.744455963475046,2,0.1838883503730939,7013,14900,55690,1550,115
37026,0.1607030286877998,34.58938511661651,0,0.1110009929348646,5484,13226,154950,1046,32
43341,0.7858108455644814,11.087435011547775,1,0.0894960009806336,44330,98206,177470,5947,144
9887,0.7129379481044167,15.562113585170971,2,0.1061507136941687,8926,17804,44626,861,64
7578,0.5465965223638822,14.087837196026191,2,0.1691628835306827,4618,10382,39068,960,82
43964,0.6309470499628823,10.605225518445216,1,0.1925050418974986,30188,65285,218009,7442,160
8992,0.3593652124387646,-1.4968330807910395,1,0.1106171341668853,3340,6976,45943,545,41
35097,0.4529202720015518,13.226318825754682,1,0.1585347350402942,15717,43444,165616,4138,97
49908,0.2105221254759559,16.205360600972355,1,0.1345520775286961,12303,26715,238662,2203,84
5626,0.4749304644168384,4.387157967290428,1,0.0837630950103672,3331,6111,29123,312,55
10729,0.687116009607722,30.503010404938287,0,0.0927395695116697,6715,17639,53129,1004,77
15387,0.5187973138399072,16.266791561799977,1,0.0844157056252053,7594,18860,85777,1008,77
38804,0.2001132969924806,5.258447785256957,1,0.1478210398947816,9585,20021,200293,1603,47
33629,0.7221639939273236,-0.6843491550957781,0,0.1826390529481008,31101,67529,150584,5870,129
25297,0.653490075646323,19.846559601404344,1,0.0885313535432689,17408,36888,122429,2002,88
31000,0.1280162315207377,15.578380098642771,2,0.1187137065821073,3830,10154,157395,666,27
27587,0.7036612608359653,25.75465659433621,1,0.0847262604995671,17057,46799,132549,2414,92
9534,0.7489333639822728,37.49823213256324,2,0.1069558362433556,5125,16256,52472,1182,131
48619,0.4842846725819475,3.618617381392253,2,0.1666288388910564,21371,54691,224517,7151,85
3521,0.3839453592448436,26.525925468591836,1,0.1412171808216117,1196,3842,16701,342,49
29263,0.1626093188599084,13.55493788757542,1,0.1146938372380057,5177,10374,143014,766,45
10705,0.7212069837308059,11.99842788575308,1,0.1184746557062294,7947,18989,56840,1247,91
6474,0.1027441480483566,7.425635765597299,1,0.0977261445557326,832,1647,35369,92,12
7027,0.357615021944565,10.374745793498626,1,0.1692755617561023,2399,6020,39596,561,46
45291,0.3458014049459386,0.0677015077642879,0,0.1888649575922076,21258,41692,224359,5006,114
30427,0.7840092463279728,14.581908290282373,1,0.1613078345894908,27247,62632,139730,5765,121
28640,0.4369683009058897,20.265768956857325,2,0.1364172581087901,10923,33958,144637,2328,64
10438,0.7664931538029675,7.020326483298129,1,0.1046746115929292,11372,22694,46950,1097,162
15601,0.1669714260354587,14.50790205166976,2,0.1818130674533304,2685,7097,84085,847,23
18495,0.7345591131087212,15.297662174933636,2,0.0939551071988705,12792,35255,97129,2375,113
42998,0.5592837659452504,23.36277925172798,1,0.1132966426603804,20999,51798,217237,4408,104
48078,0.5034393114846968,20.09170922922593,2,0.1783499000467074,23025,57877,205665,5374,81
48571,0.3294668722812005,35.56988036753502,1,0.0854562703131476,13022,41863,226683,1898,101
34990,0.4677769578519203,17.62063082869575,2,0.1547750411463038,15780,42651,184528,3959,77
40052,0.3050908610332428,21.11594644257057,1,0.0990181554288059,12436,27579,205910,1798,55
34206,0.4418634676240683,17.81582308103712,1,0.1667871252804887,17365,36254,181477,4071,105
36355,0.6766127063401829,9.839332783868237,1,0.2102493147845525,25284,65041,166188,7203,124
12046,0.5691178605661044,1.9745475795999277,1,0.1391537124859265,8309,16734,66192,1438,73
41337,0.6104008348679872,-4.29543251036813,2,0.0893174899928681,34761,64639,212783,3527,103
13221,0.7691625703454734,4.548472411649158,2,0.0842757819217653,11139,26031,66477,1028,90
21298,0.1397045107846636,19.00706162146206,0,0.2115181248623372,2794,7355,100274,991,40
26443,0.2492072782082573,-3.819286227079272,1,0.1455865484522266,8298,17438,126435,1624,57
21084,0.6431454553617342,8.668258463114576,0,0.2068928812053339,10263,32579,115715,4565,86
3863,0.4061767827796279,-3.237273052497578,0,0.1376360910759933,1920,3898,21368,326,70
46072,0.5876599346752945,24.52243584459881,0,0.1229747514146231,31103,67003,247880,4377,156
35437,0.7733238340578505,17.078731846896666,2,0.1185070429703031,26954,61554,157174,4776,122
32080,0.6520025699623349,33.36931240791469,2,0.1514103066073752,21126,44714,161336,3762,119
10325,0.7998379554356222,22.07347899581421,1,0.1847616396979006,8418,19832,56456,2483,126
38974,0.2139562036084781,25.271354503801,1,0.1644344803985755,7719,17429,192876,2484,70
5142,0.6674719727594292,32.93577039135489,0,0.1670160418011971,3057,9628,26130,727,86
42231,0.6269702582039935,33.554667613435136,1,0.1003285558350039,23908,70350,245002,3663,133
15632,0.1056645536787538,10.854855223945345,2,0.1631676482861922,1688,4199,89518,386,14
29057,0.1322315495983566,20.148227710876466,0,0.1103365200428627,3276,9821,138515,751,41
45333,0.12532718956233,12.352476051588187,0,0.1900592433031622,5949,12576,231959,1695,43
43403,0.4957130484934282,19.3550414720012,1,0.1067601786492049,20139,64564,212599,3997,94
4997,0.6823823493317137,35.471402362843406,1,0.12196465197674,3059,9201,26565,605,128
33129,0.4040181997737792,37.70595805919047,2,0.0929392717132917,11763,33268,148584,2078,73
18363,0.1024224163701674,15.284042241501176,0,0.2066760464851396,1882,4903,111271,612,32
26412,0.2311710170103273,-2.224297924928095,1,0.1124547064941567,7853,13702,141810,1058,40
32646,0.8113786815215035,36.27746920535295,1,0.0930159331126255,23111,63855,158071,3592,145
33647,0.2834968344952,0.0953951963781163,0,0.1167950761091693,8876,24224,168937,1551,79
45893,0.7400392053533663,-3.95112767381612,1,0.1351118475467866,46168,76364,240618,5922,152
27684,0.3777907018513469,25.040848519303182,2,0.1061393302335602,8572,23719,138973,1871,70
1321,0.4909726213463878,31.5103399051226,1,0.1459946202102555,560,1510,7493,125,59
38630,0.4672993895306475,21.559350553370734,1,0.2180226047557684,20621,43796,207097,4970,104
19380,0.2008605654706708,20.5279612401888,1,0.2148523644941667,4195,10759,110422,1345,41
9515,0.3746222730109397,9.12967203463694,0,0.1032434110416863,3426,9194,52674,540,77
33556,0.8497331881086444,21.90576248578216,1,0.1825485894235813,28162,73479,170456,5458,161
12911,0.5230948807237953,30.4604433828357,1,0.1125339742752377,6073,14722,62941,1251,93
10190,0.4489264492114048,9.054361005126395,0,0.213738025405673,5213,10985,53502,1302,92
16501,0.5118576182247707,14.81522365748886,2,0.1383847728876204,7668,18825,86001,1648,86
30084,0.297256805146269,22.615246588088905,0,0.133112187033559,10613,22859,146869,1983,58
22868,0.5247746611546268,28.60978358103224,1,0.2174936928126089,11447,28912,128106,3337,112
2343,0.6462398994558031,22.41769263670733,1,0.1525698163561417,1496,4155,11462,327,86
30012,0.1792629508716418,1.7601625460055024,1,0.1037129328143008,6964,13292,182019,731,43
25183,0.3088372466866768,17.782381140150147,0,0.1609733213047507,7802,18219,119286,2336,78
24024,0.2566917135195363,13.7212296232163,1,0.1823639927666198,6961,16868,118974,1654,45
19912,0.6586594237415389,22.758036626384303,1,0.1779366873219475,11804,32702,110072,3934,110
2401,0.8017499332957572,22.777485394464858,1,0.1839117265538508,1748,4376,12793,597,109
49600,0.418515397619734,-0.8110742064651655,0,0.186239727865391,26468,44970,231443,7249,120
48988,0.5749344509238385,0.9622417720966404,2,0.2117622827995054,33549,69706,270536,7295,127
28386,0.1234091202192902,-1.2367869175876298,0,0.162766998745942,4227,9072,143139,921,45
49063,0.1986157075336233,-0.8762846266653819,1,0.1546797019367546,12213,24590,244035,2313,77
25045,0.3883379227676276,17.545176260238215,1,0.1918295825523079,8799,22990,128533,3542,59
21557,0.5982940484028285,-4.882577464531984,2,0.0918758755775152,11901,32209,108155,1595,100
49334,0.5802463789232457,28.6593313411492,0,0.1313515639484684,25451,65975,243915,6693,127
22726,0.2441173693751034,19.452104119077905,1,0.1669647060931247,4816,12888,111430,1286,53
39086,0.199672128553205,26.00428398124206,0,0.1372796988321857,7598,16559,204115,1533,71
22032,0.8035537351113996,15.665559429801904,1,0.1819854873877896,20516,43159,108546,5053,126
13151,0.36651978995532,33.987646439004884,1,0.1561282526673673,4066,12665,65886,1129,54
19378,0.4453240135631358,30.381379449706607,2,0.1836106970215381,6639,21307,103484,2374,96
41012,0.1715197891733114,16.42867895271809,0,0.1898024878829489,7192,17452,192193,2039,71
42420,0.7826760447451218,5.500675380821972,0,0.1510529649195373,34768,93966,210453,7923,112
29313,0.6010138483144329,0.4391544599260069,2,0.1834975896537632,23474,50344,150808,4850,86
18898,0.4824782211144395,31.25228888343413,1,0.1039455403905756,8096,21710,97810,1412,103
46691,0.4234493044884739,24.10554514866065,0,0.132170889516179,21242,50051,206765,4010,110
27097,0.1385991337958804,6.402387414547807,2,0.1880770897831925,3917,11043,136203,1149,25
37999,0.2607206560658576,26.22230832257073,2,0.0824333473526839,9270,22305,179796,1270,37
48885,0.7420593980637658,8.243007092966726,1,0.1155434225478778,37460,78892,238502,6841,154
35220,0.5666533095895997,5.955329727057125,1,0.1264597260256147,23870,46965,171230,3487,116
1763,0.2454063402087147,26.78490240862578,1,0.2005342561643975,391,1042,8885,126,27
6879,0.2419024131754769,26.80011992167532,1,0.0964924496743178,1439,4649,32649,190,30
49809,0.3625941344061643,30.426405685226516,1,0.1117604484997297,13889,41770,250032,3037,82
2230,0.5614724037480158,31.54043199652486,0,0.1443076274011832,1200,2858,11908,327,91
37280,0.5068114447634736,18.51057221715832,1,0.1392743138514667,20363,59085,209054,4502,86
48575,0.4952761564085268,6.092645837606554,2,0.1409993613014917,25875,57812,217970,4710,111
38439,0.7516980998586523,21.037539818975503,2,0.1288098094455885,26450,74327,197071,5476,105
9673,0.7459385924681148,7.853665461255609,1,0.0920099706142605,8484,18533,43257,1149,110
19947,0.7338988771033427,29.09414564821649,0,0.1430576429580469,14979,39163,94848,2749,114
9209,0.6268387628195954,0.1138592827808704,0,0.1263938592670589,4441,14566,40994,1177,143
47168,0.3943376601368847,9.03434198782032,1,0.180805799133226,22975,43209,246410,4549,104
20671,0.3020082025865339,-3.3659442701700693,1,0.2167970046946624,7945,15806,99576,2202,53
13485,0.8167694796307365,14.154392950443658,1,0.1669376374876627,12236,28683,66499,2764,107
44617,0.133963722140377,1.0220685544388015,2,0.1692036912995203,6801,14840,218139,1694,36
11802,0.563787304970707,36.82498945540039,1,0.087268187754872,4981,16379,54021,990,86
29005,0.734593091825014,10.29678356815549,2,0.1688953744233296,24099,58138,150491,5440,135
14442,0.3039346824720041,28.96439795336957,1,0.1420922139058844,3337,10048,74007,936,54
31510,0.834059553796352,30.633195380912547,1,0.0968596560213372,26554,69711,148715,3481,144
41889,0.7644429789565378,-1.0425696821155417,0,0.2070445743562597,40665,81914,218459,9036,151
10123,0.2494960663724763,23.7512638607396,1,0.1441583976361776,2181,6690,54854,557,43
39418,0.3027319877000043,9.8030618983597,1,0.2123612296623625,13926,28890,199911,3768,65
11715,0.7729771825815972,7.818284356099451,1,0.1862386492475824,8637,24016,60035,2385,159
26262,0.1819388450408721,27.43922206729433,1,0.1637854831015722,4698,12291,120449,1114,36
13214,0.2413578787162724,5.933487529102649,0,0.2139627449486924,3921,7631,70044,1146,38
44511,0.5564120568637154,8.323253897725854,2,0.0926061925544285,27798,54102,215669,3680,146
37937,0.210260758772709,27.54110933954937,1,0.1465010739547526,7804,16471,173103,1822,61
16313,0.5294088781737744,10.03079206791291,2,0.1539429441934683,8568,21358,80645,1898,75
20006,0.5316589099113671,11.87496532297266,1,0.1354905233704192,8600,24812,100071,2267,102
19115,0.5472658004851337,26.86175476774789,1,0.1911082587427968,10447,25161,104324,2691,75
44100,0.2880260433814644,0.9540147326617828,2,0.119843878608532,16647,29766,229199,2414,79
33760,0.7158106500697804,24.79353803583577,2,0.1163481400064525,25907,59647,150344,4589,105
28083,0.8278327166375,8.895144313166256,1,0.0912973136012641,25405,57620,140922,3709,138
29554,0.308414516855177,31.296516791391937,1,0.1846833728344611,7256,24509,169314,2554,63
40469,0.7491199893769483,21.5891514813862,0,0.1290154688495003,22577,70396,213119,6245,119
48738,0.3197890298517032,-4.670007532886904,2,0.1008718703795133,25865,40456,248288,1677,85
49315,0.3616953354464602,0.6839278730695622,2,0.1546472992245844,22729,40531,251912,3750,100
25983,0.6890825846912316,27.27195405420972,2,0.2112730748025753,17286,35046,124882,6372,101
25857,0.2029975736604509,4.451163033265853,0,0.2155934226069546,5666,13565,147960,1669,48
20227,0.1463556797005723,-4.266912419806048,2,0.1153169786417259,3753,6791,105325,452,23
17825,0.3899744501636448,26.75262758119309,1,0.1382028928292456,6608,19024,92147,1430,53
5718,0.1972624154233399,23.92082203204063,1,0.106833904672804,1038,2659,29059,175,18
12771,0.1596645665730653,4.600585404134021,1,0.1492268195949534,2433,4943,66778,513,26
21739,0.5415460151616839,21.91376522002553,2,0.1612264805816594,11555,25883,102621,2351,95
6731,0.2379810590726555,21.969083705979312,2,0.1415706435199127,1821,4213,34743,406,28
11958,0.3256759671157463,35.39356011361412,1,0.1495981714184088,2748,10218,58846,680,53
10528,0.6468164249296628,-0.7970708602977785,1,0.17299626571703,7883,17471,44301,2060,99
16319,0.1697467914606564,2.371921351033317,2,0.1310966628917879,3284,7283,79454,547,23
26431,0.8454761758604997,7.992203026679482,1,0.1917802817326125,25190,50108,122797,5954,137
17996,0.3315675010333668,27.95679816692359,2,0.1899581281729075,3988,15136,86378,1648,38
40812,0.509221938887074,15.291223518313403,1,0.1065154520769279,21326,48390,213435,3808,94
5421,0.6938871110528405,10.832087236000794,2,0.1411016396177375,4324,10368,26382,843,80
11552,0.2777548730168708,11.397595837275375,1,0.2105162945950078,2518,7706,58317,947,44
28196,0.355872817561803,16.846932427073497,2,0.0982966887240306,11704,26509,126871,1725,72
15985,0.2547015753506491,8.971221701158083,2,0.085204040373455,4833,10656,86667,558,47
30890,0.3839337338178694,24.31439045756684,2,0.1703452002538032,13896,26481,175547,2957,48
44681,0.6512025043739177,-3.919303349217402,2,0.1679921151509981,32729,66377,240003,6907,101
6189,0.635820170357123,20.705447713908608,1,0.1487868053837105,3561,9835,35390,1073,105
44644,0.2365143840236075,10.499437866314038,0,0.2051137023130165,10182,28841,219769,4006,106
45425,0.457692971552553,15.592672619557678,1,0.1633114576963064,20958,52140,250579,5330,123
45283,0.616155074996498,27.37919103750294,0,0.1671783120128229,24914,74992,256115,6653,126
6660,0.6536124208915318,-3.4739249167155704,2,0.1974407741130786,4280,10650,34075,1159,96
13610,0.5770277288753973,4.312687670456564,1,0.084397411338417,8161,19024,66035,1229,90
43724,0.2461170341476914,16.992050805992044,1,0.1808957194791409,11950,28864,205801,2468,54
49899,0.7510592915571448,21.542880112493343,2,0.0921585767180272,33997,99208,253632,5315,122
32511,0.3163358306033101,2.961315838050401,0,0.1336716323030504,13945,23683,131232,1995,88
18115,0.3774413522512729,3.3878191167829,1,0.1515446877988304,6785,18300,103904,1685,67
31391,0.5188733514474234,21.823561430256184,0,0.1765899063598015,16993,43628,167194,4801,100
38719,0.7445338786854175,26.122003458790218,0,0.0896684797597587,24798,64228,201537,3683,143
15165,0.5872377340496148,14.346032785061176,1,0.1906499568634809,9656,23417,86914,2501,82
13953,0.6262657783591847,14.174132318571251,1,0.173070107852429,9297,21706,75723,2594,90
15737,0.2622762097651687,12.207144734480256,0,0.1031296350860696,4690,11373,71865,608,45
6306,0.3644213681099908,5.85514152753575,1,0.1688065669813063,2084,6767,30523,570,48
1194,0.202670063531169,37.380358429864586,1,0.1800600491134194,213,666,6413,69,21
39189,0.6526775622306156,21.912220467869663,1,0.1475252460160644,25331,58020,212429,6645,120
20466,0.8115683549206627,10.319208080838289,2,0.1414804725728135,18153,33750,105814,3160,111
30832,0.651151196115156,5.999945400567457,1,0.1889031640673497,26021,47394,152236,5847,105
18141,0.1935090370273961,5.810143010049126,0,0.1999454227727606,4636,9889,81514,1059,52
22472,0.6200240142709161,8.650465408952234,1,0.0817286978467295,17927,37058,100863,1546,87
18689,0.424918893344071,18.851654075594656,0,0.0885235900449509,6927,18291,88114,1084,61
45611,0.1690856364989023,20.012042498136296,2,0.1981701362899801,8488,19412,222587,2448,43
23131,0.8496056299726359,23.45361283040727,1,0.2111336102168418,18206,51240,115742,6170,114
4393,0.6430939680530507,-3.9796697122977,0,0.1412719595520698,3074,6824,19178,640,111
19275,0.5668284769425417,19.80326053780432,1,0.1559593978915585,10780,27814,101724,2488,99
4026,0.7548234050266188,20.00315472702837,1,0.094421499819223,2636,6613,24312,381,79
40132,0.3440058208605553,34.528426135148784,2,0.1207521583797356,11533,28772,220984,2683,81
27761,0.600133817737912,4.956466590825107,2,0.1797806830342446,20564,40822,151253,4629,84
44176,0.4512103243496503,-3.137869961277279,2,0.1478309516026974,23394,51764,222468,3783,74
43473,0.1929623257976635,35.66688450336784,2,0.1938677009370787,7306,19457,224894,2542,42
31202,0.5058022852908727,19.223453267696176,1,0.1188645556366561,18046,37505,170407,3065,73
42704,0.5739321157907252,-0.5268105960727665,1,0.1399285412061082,30587,66363,181218,5583,119
49533,0.4549374279027431,9.025650388841855,1,0.1938344472500645,29624,51933,264772,7802,146
7962,0.1939536677827326,11.834300152719752,1,0.1990147434861004,1737,4141,39511,541,23
23436,0.1564623810850854,28.02295704262894,1,0.1394281078358845,2943,9991,116557,685,37
1604,0.5986288485686931,6.365884237450674,1,0.1442514273685867,1024,2355,7696,242,80
7115,0.7284311229921546,35.837874493620625,1,0.1131706805589094,4347,12667,33890,846,105
40251,0.7930705340649816,19.611220205682063,1,0.1395719057619665,32836,70899,208569,7376,174
23865,0.3911393901952353,-0.9057008838850455,1,0.1496363146953574,12387,24500,118414,2083,83
12239,0.8037368760348192,16.82388942482499,1,0.1229008901826912,9121,23320,57851,1827,99
34900,0.7148526040732639,20.101090195534653,1,0.0972503694913269,24280,59307,180309,4184,138
36389,0.4180312512724879,36.22622964085601,2,0.130767533126124,13173,33487,175866,3091,64
14301,0.404740024653154,34.220999464548534,2,0.1646840781483481,5132,15874,64898,1372,57
5343,0.3501091019994171,35.44513242360649,1,0.0999576606199387,1872,4862,32007,305,32
45791,0.1518374545286248,22.821751083027927,2,0.1981156211401338,5583,17127,218343,2007,49
45046,0.1072946019238979,22.63948416732155,1,0.1561565041541217,4996,12428,248365,1084,47
25526,0.2841239976161399,24.43889617833996,0,0.1243870033576496,7139,17161,115438,1666,81
33279,0.2909630117845144,-2.893983887198214,0,0.1477788120039158,12246,26020,171328,2246,69
36646,0.6472457844345342,6.369000267738949,2,0.1105814201597178,31261,58296,190550,3995,111
1924,0.2180280079959952,5.950034692067332,0,0.121716138509846,449,1021,10817,65,43
24157,0.6193162254774548,28.58994638983026,2,0.1068547009687204,11791,35140,118573,2245,106
28216,0.6477514749663058,2.334608399282604,1,0.1444351600161483,18233,48183,143216,3842,121
43110,0.4447878706832149,26.98214516478064,1,0.1305103992622747,16867,51153,208612,4866,94
3191,0.188240128290596,12.97154180051059,1,0.1286369142748221,661,1396,17528,123,20
41881,0.6396322089712204,6.650226852346757,1,0.2047706696141669,30497,70536,184359,7098,98
3512,0.7852354384651332,33.8661163069032,2,0.1215297987563547,2769,6912,18074,593,84
1639,0.3746345906328633,7.992698940360901,1,0.1080569073711326,601,1336,8732,111,45
46550,0.6690548329765197,28.258538245403827,1,0.1015222492599362,28735,88910,256145,4930,152
36822,0.6564390384752955,27.605971550495155,1,0.08103537176097,20327,62092,161876,2350,143
12860,0.1405316256397085,11.18835379834542,0,0.1246413435944357,1808,4295,59531,371,26
35539,0.1417807491949644,9.014456285477936,0,0.169398390992022,5877,10852,185951,1019,46
7895,0.6074633056650546,-4.84902175170762,1,0.1707680293284773,6566,11402,38488,1116,87
39106,0.7231807498117607,14.912460268685798,1,0.218737442034994,29585,70371,224766,9364,140
30557,0.7904214274881388,2.6382914729806304,1,0.2083333107342065,26188,59626,151910,7633,138
48620,0.2062473424430581,-4.531616140319573,1,0.0999561292518896,11078,26140,213556,1585,67
46205,0.5375426561451997,21.47926934324713,2,0.1991064845960192,23759,61426,252392,6508,97
17928,0.3115398154916767,0.3993376158435362,2,0.0926721077703945,6555,12489,98090,704,46
16745,0.267025650312261,8.168578014838683,1,0.1404263115668043,5405,11004,75612,988,36
15178,0.6537914143965097,25.719207619233867,2,0.1503157853278875,8161,24994,72698,1748,123
15442,0.4098939087415807,27.03665909126238,0,0.2123771890199164,6983,17091,72737,2064,87
14778,0.4282690815015239,35.93495012222195,2,0.1596379700917579,6829,15859,73633,1364,51
33602,0.7333009457549614,34.049065751929824,1,0.1925977055847618,21550,58393,170592,7372,90
24971,0.2790135586078408,17.15113396897256,2,0.2160408688568556,7322,17366,141399,2089,42
2594,0.496256783304802,35.657388138121846,0,0.1953583840379641,1111,2895,11654,438,82
9102,0.7207827854786415,9.719594054746343,1,0.1109721335353514,7656,16357,46256,1037,125
8341,0.1989166024478078,18.67296988745503,1,0.1098640148098892,1536,4157,37902,267,29
20222,0.5471372286026178,18.401576500284257,0,0.1258439553638825,11421,29762,108756,1873,109
13341,0.7278925655992157,-4.042286844744309,2,0.2000133714954959,11864,27764,65297,2792,100
43969,0.6733491568825896,-3.478085502268173,2,0.173608064761479,35005,76568,217768,9209,127
9522,0.7633615827779698,5.236645100364264,2,0.1389576004230576,9170,18388,51748,1417,112
19927,0.1244231492511762,35.04554380781548,1,0.1249375713186463,1937,6256,93611,563,28
21259,0.6185921089831352,33.883838450232574,1,0.1281839990102819,12409,33136,116547,2955,94
34649,0.2529523807799149,22.373163071787253,0,0.1668439430085937,8909,20933,182242,2309,73
15686,0.5177640460597535,-2.137931078329621,1,0.0809656011455547,10945,21173,81442,1124,81
46639,0.6810841740710666,35.95862140699268,2,0.1034866880945754,26414,78670,202904,4955,118
20957,0.4151435988156052,-2.158829573592464,2,0.1924771545670262,10180,20977,105639,2464,52
